code,name,c_name
600633,浙数文化,传媒娱乐
600088,中视传媒,传媒娱乐
600637,东方明珠,传媒娱乐
600037,歌华有线,传媒娱乐
600178,东安动力,汽车制造
600653,申华控股,汽车制造
600104,上汽集团,汽车制造
600418,江淮汽车,汽车制造
600488,天药股份,生物制药
600329,中新药业,生物制药
600530,交大昂立,生物制药
600161,天坛生物,生物制药
600570,恒生电子,电子信息
600990,四创电子,电子信息
600562,国睿科技,电子信息
600588,用友网络,电子信息
600261,阳光照明,家电行业
600690,青岛海尔,家电行业
600060,海信电器,家电行业
