DateTime,600037,600060,600088,600104,600161,600178,600261,600329,600418,600488,600530,600562,600570,600588,600633,600637,600653,600690,600990
20140102,7.83,11.36,15.73,13.85,20.19,5.2,15.28,12.69,8.61,4.22,7.93,45.84,20.63,13.76,31.09,37.12,2.5,19.25,27.88
20140103,7.71,10.97,16.22,13.45,21.52,5.16,16.19,12.43,8.32,4.16,7.83,45.71,20.02,14.22,32.13,37.14,2.47,18.67,27.0
20140106,7.37,10.6,15.65,13.04,20.86,5.0,16.23,12.57,7.86,4.09,7.49,45.75,19.27,13.64,31.23,37.17,2.36,18.58,26.39
20140107,7.35,10.69,15.33,13.14,21.03,5.01,16.58,12.39,7.79,4.12,7.56,45.72,19.36,13.82,32.23,40.28,2.34,18.47,26.67
20140108,7.37,10.99,15.81,13.4,20.85,4.89,16.87,12.27,7.67,4.09,7.47,45.99,19.27,13.94,34.1,42.79,2.31,18.57,27.42
20140109,7.36,10.92,15.95,13.06,20.3,4.75,16.14,12.24,7.73,4.01,7.5,43.49,19.03,13.9,35.25,41.79,2.28,17.93,26.8
20140110,7.11,10.75,15.12,13.06,19.58,4.68,16.16,11.85,7.64,3.94,7.5,42.79,18.7,13.82,35.23,40.31,2.24,18.19,26.02
20140113,6.99,10.59,14.62,13.01,19.08,4.71,16.81,11.62,7.58,3.9,7.49,42.62,18.57,14.1,35.23,40.21,2.23,18.0,25.53
20140114,7.2,10.74,14.88,13.11,19.26,4.8,17.49,11.91,7.9,3.96,7.53,43.32,18.62,14.47,36.0,41.72,2.34,19.11,25.86
20140115,7.24,10.85,15.03,13.2,19.8,4.83,17.52,11.73,8.03,3.99,7.63,44.05,18.49,15.71,36.06,42.01,2.32,19.9,26.09
20140116,7.27,11.03,15.1,13.1,19.65,4.82,17.6,11.68,7.88,4.04,7.76,44.29,18.36,16.22,34.71,40.65,2.32,20.0,25.79
20140117,7.24,10.86,15.64,12.63,19.29,4.72,17.25,11.65,7.42,3.97,7.68,44.42,18.02,15.88,33.68,40.38,2.28,19.94,25.9
20140120,7.15,10.86,16.31,12.48,20.1,4.25,16.69,11.75,7.31,3.94,7.65,43.66,17.38,15.19,32.61,38.84,2.25,19.75,25.77
20140121,7.87,10.92,17.27,12.68,20.07,4.1,17.63,11.95,7.48,3.97,7.69,43.2,17.43,15.75,34.17,40.36,2.29,20.03,26.29
20140122,8.66,11.18,17.26,13.09,20.3,4.21,18.6,12.07,7.74,4.08,7.78,43.29,18.5,15.87,37.59,40.59,2.35,20.77,27.1
20140123,8.87,11.22,17.17,13.07,20.59,4.2,18.97,11.96,7.73,4.08,7.8,44.23,18.51,16.27,39.89,42.86,2.35,21.19,27.43
20140124,8.83,11.36,17.41,13.18,21.41,4.21,18.7,12.04,7.8,4.12,7.9,43.95,19.52,17.1,39.81,41.97,2.37,21.8,27.81
20140127,8.56,11.55,17.27,13.07,21.2,4.24,18.25,11.91,7.6,4.12,7.75,43.43,20.52,18.6,39.43,41.7,2.35,21.43,27.85
20140128,8.61,11.46,16.77,13.09,21.81,4.17,17.83,12.05,7.94,4.11,7.76,41.53,20.24,18.52,38.81,39.89,2.34,21.16,28.13
20140129,9.19,11.51,16.96,13.09,21.84,4.19,17.99,11.94,7.81,4.04,7.73,41.71,21.0,20.37,41.43,40.53,2.34,21.56,28.42
20140130,8.8,11.26,17.61,12.98,21.18,4.23,17.75,11.94,7.63,4.0,7.67,43.02,22.02,19.71,41.39,40.89,2.39,21.18,28.77
20140207,9.24,11.56,18.67,12.95,20.91,4.34,19.21,12.03,7.6,4.01,7.93,43.57,21.95,21.6,43.64,42.26,2.41,21.5,29.39
20140210,9.36,11.74,18.71,13.48,21.52,4.44,19.8,12.38,8.36,4.15,8.13,44.05,21.5,21.8,43.27,43.58,2.52,22.35,29.98
20140211,9.11,11.72,18.02,13.52,21.28,4.48,18.62,12.47,8.36,4.27,8.15,44.34,21.2,20.41,43.58,42.76,2.52,21.37,29.56
20140212,9.19,11.66,17.92,13.38,20.99,4.44,18.73,13.11,8.64,4.45,8.28,44.33,22.17,20.71,41.99,42.97,2.53,21.34,29.72
20140213,9.22,11.4,17.67,13.41,20.38,4.4,18.18,12.82,8.76,4.56,8.19,43.94,21.12,19.03,39.34,40.15,2.53,20.8,28.87
20140214,9.26,11.41,17.85,13.5,21.05,4.48,17.66,13.0,8.94,4.51,8.28,44.12,21.38,19.33,40.39,44.16,2.54,20.93,29.54
20140217,9.39,11.9,18.09,13.7,21.21,4.57,18.14,13.05,9.3,4.5,8.44,44.67,21.78,19.61,40.73,43.09,2.56,20.98,30.87
20140218,9.82,11.75,18.22,13.46,20.91,4.51,18.65,12.9,9.21,4.55,8.49,44.61,21.45,20.34,41.11,44.33,2.59,21.54,30.69
20140219,9.6,11.86,17.62,13.62,21.87,4.53,17.97,12.79,9.0,4.52,8.54,44.1,21.24,20.16,40.69,44.33,2.71,21.8,29.08
20140220,9.09,11.99,16.59,13.64,21.4,4.55,16.73,12.47,8.81,4.48,8.32,43.24,20.54,20.18,38.75,44.33,2.72,21.58,28.4
20140221,9.05,11.76,16.7,13.56,21.93,4.48,16.75,12.25,8.7,4.33,8.27,42.95,20.11,20.1,39.03,42.84,2.65,20.7,28.7
20140224,9.13,11.37,16.91,13.14,22.16,4.31,17.01,12.4,8.57,4.38,8.48,42.68,20.29,20.89,39.63,41.71,2.56,18.63,28.87
20140225,8.62,10.96,16.1,12.71,21.42,4.16,15.85,12.09,8.03,4.26,8.73,40.79,19.82,21.9,38.81,39.98,2.54,17.9,27.2
20140226,8.61,10.97,15.51,12.69,20.66,4.25,16.09,12.19,8.41,4.35,8.92,40.16,20.19,22.42,37.18,36.47,2.58,17.74,27.18
20140227,8.46,10.67,14.98,12.65,19.61,4.22,15.78,12.18,8.85,4.24,8.75,40.2,20.18,24.48,34.91,33.88,2.54,17.91,27.18
20140228,8.47,10.87,15.18,12.7,19.27,4.29,16.45,12.17,9.0,4.3,8.56,39.82,20.32,22.78,34.9,35.39,2.55,18.25,27.63
20140303,8.71,10.97,15.85,12.88,19.63,4.43,16.75,12.43,9.9,4.35,9.0,40.73,20.79,22.69,35.68,36.6,2.64,18.58,28.81
20140304,8.67,10.8,16.02,13.12,19.3,4.52,16.48,12.2,10.13,4.34,8.84,40.52,20.76,21.41,35.03,35.77,2.62,18.05,29.22
20140305,8.65,10.78,15.93,12.86,19.41,4.47,16.59,12.03,9.93,4.29,8.68,40.0,20.46,21.62,35.18,34.97,2.65,17.51,28.83
20140306,8.67,10.8,15.91,12.8,19.31,4.46,15.99,12.12,9.59,4.29,8.74,39.79,20.67,20.81,34.81,36.11,2.62,17.15,28.72
20140307,8.57,10.73,16.46,12.78,19.23,4.37,15.8,11.93,10.14,4.24,8.56,40.2,20.26,21.5,34.99,34.42,2.56,17.52,27.99
20140310,8.0,10.4,15.33,12.65,18.96,4.14,14.98,11.61,9.62,4.02,8.14,38.76,19.89,19.57,31.78,32.0,2.53,16.91,26.64
20140311,7.93,10.72,15.51,12.52,18.61,4.13,15.38,11.66,9.48,4.07,8.19,38.41,19.99,19.22,31.88,32.7,2.58,16.64,26.45
20140312,8.01,10.79,15.37,12.57,18.89,4.17,15.9,11.8,9.34,4.08,8.14,39.6,19.76,18.34,32.25,33.64,2.57,16.62,26.36
20140313,8.05,10.77,15.46,12.65,19.09,4.19,16.82,11.83,9.32,4.09,8.23,39.55,20.75,18.99,32.29,34.96,2.59,17.03,26.6
20140314,8.02,10.59,15.83,12.56,18.74,4.15,16.96,11.8,9.08,4.07,8.16,39.08,21.47,18.73,32.56,35.69,2.66,17.22,26.23
20140317,8.33,10.79,16.82,12.75,19.21,4.19,16.93,12.0,9.99,4.11,8.13,39.62,21.47,20.09,34.05,36.68,2.69,17.01,27.01
20140318,8.37,11.87,16.8,12.73,19.37,4.2,17.2,12.1,10.68,4.16,8.19,39.8,21.47,21.46,33.89,36.33,2.65,17.17,27.0
20140319,8.42,11.82,16.74,12.58,19.26,4.23,17.02,11.96,10.79,4.15,8.21,38.96,21.47,21.89,33.17,36.15,2.63,16.63,27.18
20140320,8.06,11.77,15.63,12.33,18.62,4.14,15.99,11.81,10.02,4.06,8.06,38.7,21.47,19.94,31.39,34.29,2.67,15.31,26.42
20140321,8.45,12.05,16.14,12.75,18.94,4.28,15.91,12.38,10.23,4.14,8.22,38.0,21.47,20.29,32.13,35.64,2.71,16.21,25.79
20140324,8.51,12.03,16.14,12.88,19.47,4.36,15.88,12.57,10.31,4.27,8.3,38.17,21.47,19.76,31.25,35.64,2.69,15.87,25.21
20140325,8.65,11.46,16.8,13.1,18.94,4.37,15.89,12.6,10.2,4.38,8.41,38.02,21.47,19.95,31.69,35.64,2.74,16.03,25.07
20140326,8.61,11.55,16.59,12.96,18.93,4.3,16.86,12.53,10.62,4.36,8.49,38.68,21.47,19.52,32.5,35.64,2.78,16.03,25.38
20140327,8.42,11.3,16.56,12.81,18.59,4.25,16.46,12.56,10.54,4.25,8.48,37.81,21.47,19.2,31.12,35.64,2.71,15.71,25.09
20140328,8.09,11.46,15.84,13.88,18.68,4.23,15.81,12.23,10.14,4.18,8.26,37.2,21.47,17.28,29.13,35.64,2.66,16.23,25.17
20140331,8.11,11.26,15.38,13.85,18.49,4.21,15.96,11.93,10.2,4.17,8.19,38.24,21.47,17.27,27.36,32.08,2.64,16.24,24.84
20140401,8.25,11.42,15.8,13.89,18.54,4.26,17.56,12.26,10.15,4.23,8.4,38.29,21.47,17.98,28.01,32.22,2.67,16.25,25.27
20140402,8.22,11.56,15.57,14.12,17.87,4.31,17.7,12.63,10.39,4.21,8.35,37.72,21.47,17.83,28.09,31.64,2.73,16.36,25.34
20140403,8.24,11.56,15.76,13.92,17.73,4.27,17.71,12.57,9.86,4.17,8.23,36.84,21.47,17.85,28.23,31.15,2.67,16.0,25.09
20140404,8.29,11.75,15.81,14.03,17.98,4.33,17.78,12.65,10.03,4.24,8.36,37.34,21.47,18.23,28.77,31.73,2.94,16.07,25.99
20140408,8.49,12.01,15.8,14.57,18.27,4.36,17.35,13.11,10.34,4.29,8.45,37.53,23.62,18.43,29.21,32.09,3.02,16.93,26.31
20140409,9.13,11.94,16.58,14.56,18.34,4.38,18.09,12.93,10.39,4.28,8.51,37.98,25.98,18.46,30.34,33.04,2.95,17.05,26.16
20140410,9.06,11.94,16.44,14.92,18.49,4.47,18.25,12.92,10.6,4.27,8.51,38.04,28.58,18.55,30.01,34.07,2.89,17.09,26.03
20140411,9.12,12.22,16.98,14.96,18.48,4.41,17.98,13.35,10.42,4.24,8.41,38.17,27.64,17.65,30.27,35.28,2.91,17.09,25.93
20140414,9.11,11.98,17.06,14.9,18.82,4.41,18.14,13.57,10.42,4.24,8.53,39.05,28.08,17.43,30.39,36.14,2.87,17.31,26.24
20140415,8.88,11.72,16.67,14.32,18.49,4.34,17.5,13.49,10.42,4.23,8.46,39.11,28.54,17.36,31.48,34.98,2.86,16.78,26.22
